Hospital,Measure,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019
Calais Regional Hospital,Total Unrestricted Assets,24074226,22712417,20217842,19095481,18371407
Calais Regional Hospital,Total Current Liabilities,8688417,9228975,10079570,9933676,5511581
Calais Regional Hospital,Current Long Term Debt,,797165,544501,913818,568306
Calais Regional Hospital,Accounts Payable and Accrued Expenses,4861796,5938475,7567693,5253139,4460429
Calais Regional Hospital,Estimated Third Party Settlements,2078982,1863451,263529,3112231,1051152
Calais Regional Hospital,Due to Affiliates,,,,,
Calais Regional Hospital,Other Current Liabilities,950474,882548,1334530,1000000,
Calais Regional Hospital,Total Non-Current Liabilities,17789905,17100482,15909298,15507415,20405650
Calais Regional Hospital,Long Term Debt,15437382,15796689,15377789,14979233,
Calais Regional Hospital,Estimated Third Party Settlements,2352523,864492,,,
Calais Regional Hospital,Due to Affiliates,,,,,
Calais Regional Hospital,Self Insurance Fund,,,,,
Calais Regional Hospital,Accrued Pension and Post Retiree Health Benefits,,439301,531508,528182,641456
Calais Regional Hospital,Other Non-Current Liabilities,,,1,,19764194
Calais Regional Hospital,Fund Balance Unrestricted,-2404096,-3617040,-5771026,-6345610,-7545824
Calais Regional Hospital,Total Liabilities & Equity,24074226,22712417,20217842,19095481,18371407
Calais Regional Hospital,Total Restricted Assets,1431672,1500023,1717985,1611612,1783474
Calais Regional Hospital,Cash and Investments,1431672,1500023,1717985,1611612,1783474
Calais Regional Hospital,Receivables,,,,,
Calais Regional Hospital,Other Assets,,,,,
Calais Regional Hospital,Total Restricted Liabilities and Equity,1431672,1500023,1717985,1611612,1783474
Calais Regional Hospital,Total Restricted Fund Balance,1431672,1500023,1717985,1611612,1783474
Calais Regional Hospital,Total Liabilities,,,,,
Calais Regional Hospital,Temporarily Restricted Net Assets,956478,1021098,1194847,1138452,1254201
Calais Regional Hospital,Permanently Restricted Net Assets,475194,478925,523138,473160,529273
Calais Regional Hospital,Total Gross Patient Service Revenue,,67874593,73271493,65278976,54053842
Calais Regional Hospital,Gross Inpatient Service Revenue,19452356,20220612,15962511,8228156,9510441
Calais Regional Hospital,Gross Outpatient Service Revenue,48422237,53050881,49316465,45825686,40668057
Calais Regional Hospital,Free Care,,,1497412,1858519,1313163
Calais Regional Hospital,Bad Debt,,,,,2155279
Calais Regional Hospital,Contractuals,31103223,34581115,29337977,22898681,20728475
Calais Regional Hospital,Changes in Prior Year Estimated/Final Settlements,-90000,-266000,-221000,144000,767000
Calais Regional Hospital,Net Patient Service Revenue,33208679,35323409,32869608,28088187,27156584
Calais Regional Hospital,Other Operating Revenue,1422308,1026385,1195602,1697043,1626902
Calais Regional Hospital,Total Operating Revenue,34630987,36349794,34065210,29785230,28783486
Calais Regional Hospital,Total Operating Expenses,36442710,37618073,36305490,30465638,29716856
Calais Regional Hospital,Depreciation and Amortization,1697556,1605530,1277725,1042051,974021
Calais Regional Hospital,Interest,932392,960976,934252,949574,601600
Calais Regional Hospital,Advertising Expenses,108125,,,,
Calais Regional Hospital,Allowed Advertising Expenses,59973,,,,
Calais Regional Hospital,Non-Allowed Advertising Expenses,48152,,,,
Calais Regional Hospital,Salaries and Benefits,18182743,18449625,17883401,16169450,16662311
Calais Regional Hospital,Other Operating Expenses,15521894,16601942,16210112,12304563,11478924
Calais Regional Hospital,Net Operating Income,-1811723,-1268279,-2240280,-680408,-933370
Calais Regional Hospital,Total Non-Operating Revenue,116271,53441,58304,84249,50867
Calais Regional Hospital,Total Investment Income,27046,14707,12398,18666,21224
Calais Regional Hospital,Interest and Dividends,27046,14707,12398,18666,21224
Calais Regional Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Calais Regional Hospital,Permanently Impaired Security Writedowns,,,,,
Calais Regional Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Calais Regional Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Calais Regional Hospital,Other Non-Operating Revenues,,,,89225,38734
Calais Regional Hospital,Excess of Revenue over Expenses,-1695452,-1214838,-2181976,-596159,-882503
Calais Regional Hospital,Extraordinary Gains/Losses,,,,,-327711
Calais Regional Hospital,Total Surplus/Deficit,-1695452,-1214838,-2181976,-596159,-1210214
Calais Regional Hospital,Total Change in Unrestricted Net Assets,-1568617,-1212944,-2153986,-574584,-1200214
Calais Regional Hospital,Net Assets Released for Restrictions,,,136245,,22388
Calais Regional Hospital,Unrealized Gains/Losses on Investments,-9410,1894,5602,6156,
Calais Regional Hospital,Minimum Pension Liability Adjustment,,,,,
Calais Regional Hospital,Transfers From/To Affiliates,,,,,
Calais Regional Hospital,Mergers,,,,,
Calais Regional Hospital,Consolidations with Support,,,,,
Calais Regional Hospital,Other Changes,,,,,
Cary Medical Center,Total Current Assets,13320710,12474642,13300471,16015323,19198452
Cary Medical Center,Cash and Investment,3308194,2397708,2665357,4006820,3822347
Cary Medical Center,Current Assets Whose Use is Limited,,,,,
Cary Medical Center,Net Patient Accounts Receivable,7192536,7549412,6918549,8541422,9699895
Cary Medical Center,Due from Affiliates,,,,,
Cary Medical Center,Third Party Settlements Receivable,218000,469000,1597300,158134,2434777
Cary Medical Center,Other Accounts Receivable,474045,413015,392138,1396208,1147339
Cary Medical Center,Inventory,,,,,
Cary Medical Center,Other Current Assets,2127935,1645507,1727127,1912739,2094094
Cary Medical Center,Total Non-Current Assets,15814318,14869244,13326038,12579975,12311099
Cary Medical Center,Trustee Held Investments,,,,,
Cary Medical Center,Board Designated and Undesignated Investments,4241458,3976793,4025508,4067280,4257538
Cary Medical Center,Due from Affiliates,,,,,
Cary Medical Center,Investment in Affiliates,,,,,
Cary Medical Center,Other Non-Current Assets,1603599,,,,
Cary Medical Center,"Gross Property, Plant and Equipment",,36538850,38652405,38926202,39408118
Cary Medical Center,Accumulated Depreciation,26569589,27759954,29625672,30895423,31624372
Cary Medical Center,"Net Property, Plant and Equipment",,9969261,10892451,9300530,8512695
Cary Medical Center,Total Unrestricted Assets,29135028,27343886,26626509,28595298,31509551
Cary Medical Center,Total Current Liabilities,6384546,5339029,5920508,7676932,9953964
Cary Medical Center,Current Long Term Debt,,761881,715118,617365,611342
Cary Medical Center,Accounts Payable and Accrued Expenses,3270573,3653284,3834936,4858438,6473243
Cary Medical Center,Estimated Third Party Settlements,2010993,610714,941202,1669332,2601059
Cary Medical Center,Due to Affiliates,,17500,22500,,
Cary Medical Center,Other Current Liabilities,341099,342413,504505,537820,618255
Cary Medical Center,Total Non-Current Liabilities,2502090,1753113,1110256,473028,192383
Cary Medical Center,Long Term Debt,2232754,1503016,879397,261407,
Cary Medical Center,Estimated Third Party Settlements,,,,,
Cary Medical Center,Due to Affiliates,,,,,
Cary Medical Center,Self Insurance Fund,,,,,
Cary Medical Center,Accrued Pension and Post Retiree Health Benefits,,,,,
Cary Medical Center,Other Non-Current Liabilities,269336,250097,230859,211621,192383
Cary Medical Center,Fund Balance Unrestricted,20248392,20251744,19595745,20445338,21363204
Cary Medical Center,Total Liabilities & Equity,29135028,27343886,26626509,28595298,31509551
Cary Medical Center,Total Restricted Assets,195085,94878,84075,79200,71841
Cary Medical Center,Cash and Investments,195085,94878,84075,79200,71841
Cary Medical Center,Receivables,,,,,
Cary Medical Center,Other Assets,,,,,
Cary Medical Center,Total Restricted Liabilities and Equity,195085,94878,84705,79200,71841
Cary Medical Center,Total Restricted Fund Balance,195085,94878,84705,79200,71841
Cary Medical Center,Total Liabilities,,,,,
Cary Medical Center,Temporarily Restricted Net Assets,195085,94878,84705,79200,71841
Cary Medical Center,Permanently Restricted Net Assets,,,,,
Cary Medical Center,Total Gross Patient Service Revenue,,118438735,114411169,113168858,123116062
Cary Medical Center,Gross Inpatient Service Revenue,32120695,30870606,29768349,30604830,31992880
Cary Medical Center,Gross Outpatient Service Revenue,86318040,83540563,83400509,92511232,101827610
Cary Medical Center,Free Care,,,1905472,1983156,2014015
Cary Medical Center,Bad Debt,,,,,3950000
Cary Medical Center,Contractuals,62707976,59284970,59609087,63855757,73723787
Cary Medical Center,Changes in Prior Year Estimated/Final Settlements,-997000,82000,-204000,96000,-1700000
Cary Medical Center,Net Patient Service Revenue,50872287,49414118,47306641,52391172,55819002
Cary Medical Center,Other Operating Revenue,3662238,4104959,4455822,4353266,4221593
Cary Medical Center,Total Operating Revenue,54534525,53519077,51762463,56744438,60040595
Cary Medical Center,Total Operating Expenses,52807525,54068844,52463829,55943616,59296320
Cary Medical Center,Depreciation and Amortization,1752148,1943037,2015579,1855192,1719567
Cary Medical Center,Interest,128999,102894,77387,42509,22864
Cary Medical Center,Advertising Expenses,257466,325027,340018,359604,307062
Cary Medical Center,Allowed Advertising Expenses,10560,11000,11360,7900,6500
Cary Medical Center,Non-Allowed Advertising Expenses,246906,314027,328658,351704,300562
Cary Medical Center,Salaries and Benefits,25748493,26061220,26361216,27183665,28986254
Cary Medical Center,Other Operating Expenses,24920419,25636666,23669629,26502646,28260573
Cary Medical Center,Net Operating Income,1727000,-549767,-701366,800822,744275
Cary Medical Center,Total Non-Operating Revenue,75738,56059,53410,51684,62233
Cary Medical Center,Total Investment Income,-8822,8474,37171,38212,50813
Cary Medical Center,Interest and Dividends,21259,43418,51633,53310,62350
Cary Medical Center,Realized Gains/Losses on Sales of Securities,-30081,-34944,-14462,-15098,-11537
Cary Medical Center,Permanently Impaired Security Writedowns,,,,,
Cary Medical Center,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Cary Medical Center,Permanently Impaired Writedowns of Other Assets,,,,,
Cary Medical Center,Other Non-Operating Revenues,,,,84560,47585
Cary Medical Center,Excess of Revenue over Expenses,1802738,-493708,-647956,852506,806508
Cary Medical Center,Extraordinary Gains/Losses,,,,,
Cary Medical Center,Total Surplus/Deficit,1802738,-493708,-647956,852506,806508
Cary Medical Center,Total Change in Unrestricted Net Assets,1915612,-92565,-661683,853998,924672
Cary Medical Center,Net Assets Released for Restrictions,,,130273,395000,4957
Cary Medical Center,Unrealized Gains/Losses on Investments,-17399,6143,-18684,-25305,112164
Cary Medical Center,Minimum Pension Liability Adjustment,,,,,
Cary Medical Center,Transfers From/To Affiliates,,,,,
Cary Medical Center,Mergers,,,,,
Cary Medical Center,Consolidations with Support,,,,,
Cary Medical Center,Other Changes,,,,,
Central Maine Medical Center,Total Current Assets,95004423,85012575,68733156,86576414,135262689
Central Maine Medical Center,Cash and Investment,22562420,12406161,7712672,18108395,62733027
Central Maine Medical Center,Current Assets Whose Use is Limited,6475224,5911158,3954481,5964179,4734086
Central Maine Medical Center,Net Patient Accounts Receivable,51182883,48448554,42469270,42324208,47422342
Central Maine Medical Center,Due from Affiliates,145321,,,,
Central Maine Medical Center,Third Party Settlements Receivable,6636755,6880940,6838136,9025482,9061691
Central Maine Medical Center,Other Accounts Receivable,,,,,
Central Maine Medical Center,Inventory,4063877,4889356,4932848,6374629,6746482
Central Maine Medical Center,Other Current Assets,3937943,6476406,2825749,4779521,4565061
Central Maine Medical Center,Total Non-Current Assets,172428290,187946198,175746613,167650259,167341128
Central Maine Medical Center,Trustee Held Investments,13106308,14791138,13728149,13256953,13518372
Central Maine Medical Center,Board Designated and Undesignated Investments,,,,,
Central Maine Medical Center,Due from Affiliates,,,,,
Central Maine Medical Center,Investment in Affiliates,,,,,
Central Maine Medical Center,Other Non-Current Assets,22958819,24426888,27757218,21771835,21349075
Central Maine Medical Center,"Gross Property, Plant and Equipment",,369947896,398509946,398155668,414066675
Central Maine Medical Center,Accumulated Depreciation,233584733,249781774,263894422,281445204,295394142
Central Maine Medical Center,"Net Property, Plant and Equipment",,136363163,148728172,134261246,132621471
Central Maine Medical Center,Total Unrestricted Assets,267432713,272958773,244479769,254226673,302603817
Central Maine Medical Center,Total Current Liabilities,85110992,99033679,91580684,107082453,175387223
Central Maine Medical Center,Current Long Term Debt,,6475224,8081441,4335390,4418149
Central Maine Medical Center,Accounts Payable and Accrued Expenses,31332823,27263367,27238496,43737359,59170161
Central Maine Medical Center,Estimated Third Party Settlements,,2993969,2108675,1258047,
Central Maine Medical Center,Due to Affiliates,,8934,,,
Central Maine Medical Center,Other Current Liabilities,47302945,60685968,57898123,57668898,111557259
Central Maine Medical Center,Total Non-Current Liabilities,120396857,118319263,107301567,111442827,110151284
Central Maine Medical Center,Long Term Debt,113934356,109376388,101884944,107501802,107024265
Central Maine Medical Center,Estimated Third Party Settlements,,,,,
Central Maine Medical Center,Due to Affiliates,,,,,
Central Maine Medical Center,Self Insurance Fund,1264533,4074838,1237852,1499360,1168241
Central Maine Medical Center,Accrued Pension and Post Retiree Health Benefits,3098192,2738395,1940644,65696,-474189
Central Maine Medical Center,Other Non-Current Liabilities,2099776,2129642,2238127,2375969,2432967
Central Maine Medical Center,Fund Balance Unrestricted,61924864,55605831,45597518,35701393,17065310
Central Maine Medical Center,Total Liabilities & Equity,267432713,272958773,244479769,254226673,302603817
Central Maine Medical Center,Total Restricted Assets,28258825,29261397,30131023,27403658,28346652
Central Maine Medical Center,Cash and Investments,28258825,29261397,30131023,27403658,28346652
Central Maine Medical Center,Receivables,,,,,
Central Maine Medical Center,Other Assets,,,,,
Central Maine Medical Center,Total Restricted Liabilities and Equity,28258825,29261397,30131023,27403658,28346652
Central Maine Medical Center,Total Restricted Fund Balance,28255155,29258072,30127915,27576585,28346652
Central Maine Medical Center,Total Liabilities,3670,3325,3108,-172927,
Central Maine Medical Center,Temporarily Restricted Net Assets,8328679,8481827,9091763,6319286,14548218
Central Maine Medical Center,Permanently Restricted Net Assets,19926476,20776245,21036152,21257299,13798434
Central Maine Medical Center,Total Gross Patient Service Revenue,,761776048,827203148,887546190,890236339
Central Maine Medical Center,Gross Inpatient Service Revenue,345313451,371924687,404642208,381411664,422860804
Central Maine Medical Center,Gross Outpatient Service Revenue,416462597,455278461,482903982,508824675,506552531
Central Maine Medical Center,Free Care,,,10948452,14896001,18578335
