Hospital,Measure,FY 2020,FY 2021,FY 2022,FY 2023,FY 2024
Down East Community Hospital,Net Patient Service Revenue,46923549,53106102,57181118,60030824,62280357
Down East Community Hospital,Other Operating Revenue,3475504,9451650,2851139,1661467,1428151
Down East Community Hospital,Total Operating Revenue,50399053,62557752,60032257,61692291,63708508
Down East Community Hospital,Total Operating Expenses,47742495,52025434,60002751,62944389,60485841
Down East Community Hospital,Deprecation and Amoritization,1505649,1687435,2080430,2541601,2222186
Down East Community Hospital,Interest,316804,300009,361887,395762,358986
Down East Community Hospital,Advertising Expenses,276117,85323,59183,47921,49971
Down East Community Hospital,Allowed Advertising Expenses,247084,21798,2002,1403,666
Down East Community Hospital,Non-Allowed Advertising Expenses,29033,63525,57181,46518,49305
Down East Community Hospital,Salaries and Benefits,32370568,35372548,42322447,43129513,41495294
Down East Community Hospital,Other Operating Expenses,13273357,14580119,15178804,16829592,16359404
Down East Community Hospital,Net Operating Income,2656558,10532318,29506,-1252098,3222667
Down East Community Hospital,Total Non-Operating Revenue,378944,318364,275318,507577,1075222
Down East Community Hospital,Total Investment Income,378944,318364,275318,507577,1075222
Down East Community Hospital,Interest and Dividends,378944,318364,275318,507577,1075222
Down East Community Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Down East Community Hospital,Permanently Impaired Security Write Downs,,,,,
Down East Community Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Down East Community Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Down East Community Hospital,"Other Non Operating Revenues (Gifts, Bequests,",,,,,
Down East Community Hospital,Excess of Revenue Over Expenses,3035502,10850682,304824,-744521,4297889
Down East Community Hospital,Extraordinary Gains/Losses,,,,,
Down East Community Hospital,Total Surplus/Deficit,3035502,10850682,304824,-744521,4297889
Down East Community Hospital,Total Change in Unrestricted Net Assets,2812170,12387268,1908410,-810138,4239598
Down East Community Hospital,Net Assets Released for Restrictions - Capital,139768,128911,9011,79947,7400
Down East Community Hospital,Unrealized Gains/Losses on Investments,-49054,166567,-261345,100529,-55318
Down East Community Hospital,Minimum Pension Liability Adjustment,-308259,726841,152506,-202015,
Down East Community Hospital,Transfers from/To Affiliates,60000,,,,
Down East Community Hospital,Mergers,,,,,
Down East Community Hospital,Consolidations with Support Organizations,,,,,
Down East Community Hospital,Other Changes,-65787,514267,1703414,-44078,-10373
Franklin Memorial Hospital,Total Current Assets,23284734,26094742,27396275,31836419,38897360
Franklin Memorial Hospital,Cash and Investments,15910,66171,19844,4988,12091
Franklin Memorial Hospital,Current Assets Whose Use is Limited,213561,214091,212544,223019,215644
Franklin Memorial Hospital,Net Patient Accounts Receivable,9951339,14245423,15377363,19951426,26800070
Franklin Memorial Hospital,Due From Affiliates,44091,115466,190539,196892,272033
Franklin Memorial Hospital,Third Party Settlements,9863877,8415769,7713945,7623019,8061074
Franklin Memorial Hospital,Other Accounts Receivable,,,,,
Franklin Memorial Hospital,Inventory,2111623,2194743,2600701,2562275,2667111
Franklin Memorial Hospital,Other Current Assets,1084333,843079,1281339,1274800,869337
Franklin Memorial Hospital,Total Non-Current Assets,35497009,34396926,31855483,27458492,30305574
Franklin Memorial Hospital,Trustee Held Investments,,,,,
Franklin Memorial Hospital,Board Designated & Undesignated Investments,,,,,
Franklin Memorial Hospital,Due from Affiliates,,,,,
Franklin Memorial Hospital,Investment in Affiliates,,,,,
Franklin Memorial Hospital,Other Non-Current Assets,9515765,8727627,7521202,729057,434639
Franklin Memorial Hospital,"Gross Property, Plant and Equipment (PP&E)",95557579,98600563,100716606,106674140,113665861
Franklin Memorial Hospital,Accumulated Deprecation,69576335,72931264,76382325,79944705,83794926
Franklin Memorial Hospital,"Net Property, Plant and Equipment (PP&E)",25981244,25669299,24334281,26729435,29870935
Franklin Memorial Hospital,Total Unrestricted Assets,58781743,60491668,59251758,59294911,69202934
Franklin Memorial Hospital,Total Current Liabilities,12786466,12189039,12609523,14844908,14507523
Franklin Memorial Hospital,Current Long Term Debt (LTD),485000,620162,648961,682886,701939
Franklin Memorial Hospital,Accounts Payable Plus Accrued Expenses,10328897,9517523,5075427,8238982,8187921
Franklin Memorial Hospital,Estimated Third Party Settlements,,,4687550,5113032,4835123
Franklin Memorial Hospital,Due to Affiliates,1856385,2001434,2197585,810008,582540
Franklin Memorial Hospital,Other Current Liabilities,116184,49920,,,200000
Franklin Memorial Hospital,Total Non-Current Liabilities,16020561,14758313,12652862,7484149,6714597
Franklin Memorial Hospital,Long Term Debt (LTD),8853914,8951222,8234648,7484149,6714597
Franklin Memorial Hospital,Estimated Third Party Settlements,,,,,
Franklin Memorial Hospital,Due to Affiliate,7166647,5807091,4418214,,
Franklin Memorial Hospital,Self Insurance Fund,,,,,
Franklin Memorial Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Franklin Memorial Hospital,Other Non-Current Liabilities,,,,,
Franklin Memorial Hospital,Fund Balance Unrestricted,29974716,33544316,33989373,36965854,47980814
Franklin Memorial Hospital,Total Liabilities and Equity,58781743,60491668,59251758,59294911,69202934
Franklin Memorial Hospital,Total Restricted Assets,2914951,3707886,3025120,3511256,4175594
Franklin Memorial Hospital,Cash and Investments,2914951,3707886,3025120,3511256,4175594
Franklin Memorial Hospital,Receivables,,,,,
Franklin Memorial Hospital,Other Assets,,,,,
Franklin Memorial Hospital,Total Restricted Liabilities and Equity,2914951,3707886,3025120,3511256,4175594
Franklin Memorial Hospital,Total Restricted Fund Balance,2914951,3707886,3025120,3511256,4175594
Franklin Memorial Hospital,Total Liabilities,,,,,
Franklin Memorial Hospital,Temporarily Restricted Net Assets,1751286,2464275,1863140,2334376,2972889
Franklin Memorial Hospital,Permanently Restricted Net Assets,1163665,1243611,1161980,1176880,1202705
Franklin Memorial Hospital,Total Gross Patient Service Revenue,179973874,217574588,248185560,288689167,337443304
Franklin Memorial Hospital,Gross Inpatient Service Revenue,37435139,42529639,54088119,55731405,58694817
Franklin Memorial Hospital,Gross Outpatient Service Revenue,142538735,175044949,194097441,232957762,278748487
Franklin Memorial Hospital,Free Care (Charity Care),1710933,951698,1305402,1467175,2432121
Franklin Memorial Hospital,Bad Debt (Provision for Bad Debt),5479801,7205674,5290417,7795791,8028436
Franklin Memorial Hospital,Contractuals,95970253,116624359,138219504,163656892,195410669
Franklin Memorial Hospital,Changes in Prior Year Estimated/Final Settlements,-1143866,-1186121,,,
Franklin Memorial Hospital,Net Patient Service Revenue,77956753,93978978,103370237,115769309,131572078
Franklin Memorial Hospital,Other Operating Revenue,5108849,7605374,14351454,12682175,6826447
Franklin Memorial Hospital,Total Operating Revenue,83065602,101584352,117721691,128451484,138398525
Franklin Memorial Hospital,Total Operating Expenses,94494157,101203334,121274115,129147009,145607263
Franklin Memorial Hospital,Deprecation and Amoritization,5195715,5471960,5606386,5927806,3726312
Franklin Memorial Hospital,Interest,877528,571244,517139,449668,286659
Franklin Memorial Hospital,Advertising Expenses,24954,37815,13046,30973,
Franklin Memorial Hospital,Allowed Advertising Expenses,24954,37815,,,
Franklin Memorial Hospital,Non-Allowed Advertising Expenses,,,13046,30973,
Franklin Memorial Hospital,Salaries and Benefits,51459836,52980333,57964252,66436634,77815441
Franklin Memorial Hospital,Other Operating Expenses,36936124,42141982,57173292,56301928,63778851
Franklin Memorial Hospital,Net Operating Income,-11428555,381018,-3552424,-695525,-7208738
Franklin Memorial Hospital,Total Non-Operating Revenue,-259995,48779,62857,43509,4399
Franklin Memorial Hospital,Total Investment Income,21791,16298,7937,31992,23554
Franklin Memorial Hospital,Interest and Dividends,21791,16298,7937,31992,23554
Franklin Memorial Hospital,Realized Gains/Losses on Sales of Securities,,,,,
Franklin Memorial Hospital,Permanently Impaired Security Write Downs,,,,,
Franklin Memorial Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Franklin Memorial Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Franklin Memorial Hospital,"Other Non Operating Revenues (Gifts, Bequests,",-281786,32481,54920,11517,-19155
Franklin Memorial Hospital,Excess of Revenue Over Expenses,-11688550,429797,-3489567,-652016,-7204339
Franklin Memorial Hospital,Extraordinary Gains/Losses,,,,,
Franklin Memorial Hospital,Total Surplus/Deficit,-11688550,429797,-3489567,-652016,-7204339
Franklin Memorial Hospital,Total Change in Unrestricted Net Assets,6225359,3569600,445056,2976480,11014960
Franklin Memorial Hospital,Net Assets Released for Restrictions - Capital,31057,31228,32817,,69518
Franklin Memorial Hospital,Unrealized Gains/Losses on Investments,,,,,
Franklin Memorial Hospital,Minimum Pension Liability Adjustment,,,,,
Franklin Memorial Hospital,Transfers from/To Affiliates,17882852,3108575,3901908,3628496,18149781
Franklin Memorial Hospital,Mergers,,,,,
Franklin Memorial Hospital,Consolidations with Support Organizations,,,,,
Franklin Memorial Hospital,Other Changes,,,-102,,
Houlton Regional Hospital,Total Current Assets,21539363,18087078,14764258,11502495,12479038
Houlton Regional Hospital,Cash and Investments,12816514,9945461,4887786,28268,978610
Houlton Regional Hospital,Current Assets Whose Use is Limited,277153,275078,347879,169294,389223
Houlton Regional Hospital,Net Patient Accounts Receivable,4784704,6206088,6627018,8814843,9154715
Houlton Regional Hospital,Due From Affiliates,,,,,
Houlton Regional Hospital,Third Party Settlements,1989041,,1327332,466331,96154
Houlton Regional Hospital,Other Accounts Receivable,264389,131487,61291,45004,36972
Houlton Regional Hospital,Inventory,862194,999115,1101428,1197862,1082847
Houlton Regional Hospital,Other Current Assets,545368,529849,411524,780893,740517
Houlton Regional Hospital,Total Non-Current Assets,14397930,17649802,17185124,16889968,18285066
Houlton Regional Hospital,Trustee Held Investments,,,,,
Houlton Regional Hospital,Board Designated & Undesignated Investments,5200411,6366377,4985486,5242775,7158722
Houlton Regional Hospital,Due from Affiliates,,,,,
Houlton Regional Hospital,Investment in Affiliates,,,,,
Houlton Regional Hospital,Other Non-Current Assets,882180,885385,780435,1222567,1343468
Houlton Regional Hospital,"Gross Property, Plant and Equipment (PP&E)",42911695,45181962,46771849,46802531,46853784
Houlton Regional Hospital,Accumulated Deprecation,34596356,34783922,35352646,36377905,37070908
Houlton Regional Hospital,"Net Property, Plant and Equipment (PP&E)",8315339,10398040,11419203,10424626,9782876
Houlton Regional Hospital,Total Unrestricted Assets,35937293,35736880,31949382,28392463,30764104
Houlton Regional Hospital,Total Current Liabilities,19220752,14203608,9638436,11466062,10312763
Houlton Regional Hospital,Current Long Term Debt (LTD),897000,708000,669000,766444,749495
Houlton Regional Hospital,Accounts Payable Plus Accrued Expenses,8363344,7268078,7067235,8740953,8451928
Houlton Regional Hospital,Estimated Third Party Settlements,1652100,4804143,,,
Houlton Regional Hospital,Due to Affiliates,,,,,
Houlton Regional Hospital,Other Current Liabilities,8308308,1423387,1902201,1958665,1111340
Houlton Regional Hospital,Total Non-Current Liabilities,12596379,10011267,7796006,3956636,6103025
Houlton Regional Hospital,Long Term Debt (LTD),4043993,3372191,2663551,2559646,4743977
Houlton Regional Hospital,Estimated Third Party Settlements,6912499,5106877,3454729,,
Houlton Regional Hospital,Due to Affiliate,,,,,
Houlton Regional Hospital,Self Insurance Fund,740000,635000,898000,650000,650000
Houlton Regional Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Houlton Regional Hospital,Other Non-Current Liabilities,899887,897199,779726,746990,709048
Houlton Regional Hospital,Fund Balance Unrestricted,4120162,11522005,14514940,12969765,14348316
Houlton Regional Hospital,Total Liabilities and Equity,35937293,35736880,31949382,28392463,30764104
Houlton Regional Hospital,Total Restricted Assets,117096,115454,95242,76275,76275
Houlton Regional Hospital,Cash and Investments,97184,115454,76362,76275,76275
Houlton Regional Hospital,Receivables,19912,,18880,,
Houlton Regional Hospital,Other Assets,,,,,
Houlton Regional Hospital,Total Restricted Liabilities and Equity,117096,115454,95242,76275,76275
Houlton Regional Hospital,Total Restricted Fund Balance,117096,115454,95242,76275,76275
Houlton Regional Hospital,Total Liabilities,,,,,
Houlton Regional Hospital,Temporarily Restricted Net Assets,65432,63790,43578,24611,24611
Houlton Regional Hospital,Permanently Restricted Net Assets,51664,51664,51664,51664,51664
Houlton Regional Hospital,Total Gross Patient Service Revenue,83041934,91085863,97973201,97592755,102472447
Houlton Regional Hospital,Gross Inpatient Service Revenue,17113872,19320949,20925978,16906232,13789855
Houlton Regional Hospital,Gross Outpatient Service Revenue,65928062,71764914,77047223,80686523,88682592
Houlton Regional Hospital,Free Care (Charity Care),135880,89495,81213,91312,160706
Houlton Regional Hospital,Bad Debt (Provision for Bad Debt),3558000,2685000,3450000,3345000,2183153
Houlton Regional Hospital,Contractuals,36243460,43764160,44193509,44475862,46476632
